Genome-ID,Oral_Taxon-ID,Genus,Species,SubSpecies,Strain,No. Contigs,Total Length,MAG,Assembly Level,GC %,Genus_for_pathogen,is_pathogen
GCA_000684935.1,HMT-753,Cronobacter,sakazakii,,NBRC 102416,100,4548307,,Contig,56.72,cronobacter,0
GCA_000982825.1,HMT-753,Cronobacter,sakazakii,,ATCC 29544,4,4663565,,Complete Genome,56.64,cronobacter,0
GCA_003516125.3,HMT-753,Cronobacter,sakazakii,,CS-931,3,4437993,,Complete Genome,56.91,cronobacter,0
GCA_009648895.1,HMT-753,Cronobacter,sakazakii,,CFSAN068773,4,4581781,,Complete Genome,56.73,cronobacter,0
GCA_013425995.1,HMT-753,Cronobacter,sakazakii,,5563_17,1,4315383,,Complete Genome,56.96,cronobacter,0
GCA_018884085.1,HMT-753,Cronobacter,sakazakii,,C767,3,4585350,,Complete Genome,56.67,cronobacter,0
GCA_018884105.1,HMT-753,Cronobacter,sakazakii,,C79,3,4501378,,Complete Genome,56.89,cronobacter,0
GCA_900447395.1,HMT-753,Cronobacter,sakazakii,,NCTC11467,11,4691673,,Contig,56.62,cronobacter,0
GCA_000023845.1,HMT-579,Cryptobacterium,curtum,,DSM 15641,1,1617804,,Complete Genome,50.91,cryptobacterium,0
GCA_905372935.1,HMT-579,Cryptobacterium,curtum,,SRR9217449-mag-bin.18,149,1457245,yes,Contig,50.7,cryptobacterium,0
GCA_937922855.1,HMT-579,Cryptobacterium,curtum,,ERR589647_bin.24_CONCOCT_v1.1_MAG,17,1585518,yes,Contig,50.79,cryptobacterium,0
GCA_001281465.1,HMT-027,Cupriavidus,gilardii,,CR3,2,5578743,,Complete Genome,67.55,cupriavidus,0
GCA_008801915.1,HMT-027,Cupriavidus,gilardii,,CCUG 38401,115,5792089,,Contig,67.36,cupriavidus,0
GCA_013004615.1,HMT-027,Cupriavidus,gilardii,,ATCC 700815,123,5761323,,Contig,67.43,cupriavidus,0
GCA_013347325.1,HMT-027,Cupriavidus,gilardii,,FDAARGOS_639,3,5760010,,Complete Genome,67.45,cupriavidus,0
GCA_023824295.1,HMT-027,Cupriavidus,gilardii,,QJ1,3,5835791,,Complete Genome,67.38,cupriavidus,0
GCA_025309775.1,HMT-027,Cupriavidus,gilardii,,WM02,2,5687891,,Complete Genome,67.52,cupriavidus,0
GCA_025399565.1,HMT-027,Cupriavidus,gilardii,,CY1,19,5544442,,Contig,67.66,cupriavidus,0
GCA_025399595.1,HMT-027,Cupriavidus,gilardii,,CY2,20,5437722,,Contig,67.78,cupriavidus,0
GCA_000008345.1,HMT-530,Cutibacterium,acnes,,KPA171202,1,2560265,,Complete Genome,60.01,cutibacterium,0
GCA_000025765.1,HMT-530,Cutibacterium,acnes,,SK137,1,2495334,,Complete Genome,60.1,cutibacterium,0
GCA_000213155.1,HMT-530,Cutibacterium,acnes,,266,1,2494578,,Complete Genome,60.03,cutibacterium,0
GCA_000217615.1,HMT-530,Cutibacterium,acnes,,6609,1,2560282,,Complete Genome,60.01,cutibacterium,0
GCA_000221085.2,HMT-530,Cutibacterium,acnes,,CC003-HC2,1,2550549,,Contig,60.04,cutibacterium,0
GCA_000231215.1,HMT-530,Cutibacterium,acnes,,ATCC 11828,1,2488626,,Complete Genome,60.04,cutibacterium,0
GCA_000240015.1,HMT-530,Cutibacterium,acnes,,P.acn33,1,2489623,,Complete Genome,60.04,cutibacterium,0
GCA_000240035.1,HMT-530,Cutibacterium,acnes,,P.acn17,1,2522885,,Complete Genome,60.07,cutibacterium,0
GCA_000240055.1,HMT-530,Cutibacterium,acnes,,P.acn31,1,2498766,,Complete Genome,60.03,cutibacterium,0
GCA_000302515.1,HMT-530,Cutibacterium,acnes,,C1,1,2519002,,Complete Genome,60.06,cutibacterium,0
GCA_000376705.1,HMT-530,Cutibacterium,acnes,,HL096PA1,2,2549775,,Complete Genome,60.16,cutibacterium,0
GCA_000472405.1,HMT-530,Cutibacterium,acnes,,DSM 1897,10,2478994,,Contig,60.05,cutibacterium,0
GCA_000477655.1,HMT-530,Cutibacterium,acnes,,KPL2009,4,2491109,,Scaffold,60.13,cutibacterium,0
GCA_000477755.1,HMT-530,Cutibacterium,acnes,,KPL2008,2,2560551,,Contig,60.01,cutibacterium,0
GCA_000477775.1,HMT-530,Cutibacterium,acnes,,KPL2003,2,2493425,,Contig,60.03,cutibacterium,0
GCA_000477835.1,HMT-530,Cutibacterium,acnes,,KPL1849,2,2472171,,Contig,60.04,cutibacterium,0
GCA_000477855.1,HMT-530,Cutibacterium,acnes,,KPL1847,4,2483868,,Contig,60.01,cutibacterium,0
GCA_000709495.1,HMT-530,Cutibacterium,acnes,,hdn-1,1,2494562,,Complete Genome,60.03,cutibacterium,0
GCA_000730485.1,HMT-530,Cutibacterium,acnes,,ATCC 6919,260,2602215,,Contig,60.18,cutibacterium,0
GCA_001281065.1,HMT-530,Cutibacterium,acnes,,KCOM 1861 (= ChDC B594),1,2522438,,Complete Genome,59.99,cutibacterium,0
GCA_001469555.1,HMT-530,Cutibacterium,acnes,,PA_30_2_L1,1,2530708,,Chromosome,60.03,cutibacterium,0
GCA_001469565.1,HMT-530,Cutibacterium,acnes,,PA_15_1_R1,2,2547961,,Complete Genome,60.16,cutibacterium,0
GCA_001469595.1,HMT-530,Cutibacterium,acnes,,PA_21_1_L1,1,2560354,,Complete Genome,60.01,cutibacterium,0
GCA_001469615.1,HMT-530,Cutibacterium,acnes,,PA_15_2_L1,1,2540008,,Complete Genome,60.12,cutibacterium,0
GCA_001469635.1,HMT-530,Cutibacterium,acnes,,PA_12_1_R1,1,2470017,,Chromosome,60.05,cutibacterium,0
GCA_001469655.1,HMT-530,Cutibacterium,acnes,,PA_12_1_L1,1,2491961,,Complete Genome,60.03,cutibacterium,0
GCA_003030305.1,HMT-530,Cutibacterium,acnes,,ATCC 6919,1,2495001,,Complete Genome,60.03,cutibacterium,0
GCA_003226435.1,HMT-530,Cutibacterium,acnes,,Asn12,2,2484878,,Contig,60.03,cutibacterium,0
GCA_003384195.1,HMT-530,Cutibacterium,acnes,,P15-180,6,2537015,,Contig,60.06,cutibacterium,0
GCA_003384225.1,HMT-530,Cutibacterium,acnes,,P15-178,5,2536713,,Contig,60.06,cutibacterium,0
GCA_003384255.1,HMT-530,Cutibacterium,acnes,,M13605,6,2535330,,Contig,60.06,cutibacterium,0
GCA_003384285.1,HMT-530,Cutibacterium,acnes,,P15-186,5,2479017,,Contig,60.05,cutibacterium,0
GCA_003384415.1,HMT-530,Cutibacterium,acnes,,T20574,4,2480333,,Contig,60.06,cutibacterium,0
GCA_003384445.1,HMT-530,Cutibacterium,acnes,,T20670,4,2480132,,Contig,60.06,cutibacterium,0
GCA_003384465.1,HMT-530,Cutibacterium,acnes,,T20736,4,2480243,,Contig,60.06,cutibacterium,0
GCA_003384485.1,HMT-530,Cutibacterium,acnes,,T20758,5,2480536,,Contig,60.06,cutibacterium,0
GCA_003384495.1,HMT-530,Cutibacterium,acnes,,T20816,4,2480225,,Contig,60.06,cutibacterium,0
GCA_003384525.1,HMT-530,Cutibacterium,acnes,,T29350,6,2479249,,Contig,60.06,cutibacterium,0
GCA_003384535.1,HMT-530,Cutibacterium,acnes,,T29362,6,2479242,,Contig,60.07,cutibacterium,0
GCA_003384555.1,HMT-530,Cutibacterium,acnes,,T29420,4,2478671,,Contig,60.06,cutibacterium,0
GCA_003390995.1,HMT-530,Cutibacterium,acnes,,KCOM 1315,1,2560321,,Complete Genome,60.01,cutibacterium,0
GCA_003425775.1,HMT-530,Cutibacterium,acnes,,P15-077,5,2479049,,Contig,60.05,cutibacterium,0
GCA_003425855.1,HMT-530,Cutibacterium,acnes,,P15-071,6,2517904,,Contig,59.68,cutibacterium,0
GCA_003426225.1,HMT-530,Cutibacterium,acnes,,P15-014,5,2546045,,Contig,60.03,cutibacterium,0
GCA_003426255.1,HMT-530,Cutibacterium,acnes,,P15-021,5,2477474,,Contig,60.05,cutibacterium,0
GCA_003426685.1,HMT-530,Cutibacterium,acnes,,P15-165,5,2535498,,Contig,60.07,cutibacterium,0
GCA_003798465.1,HMT-530,Cutibacterium,acnes,,FDAARGOS_577,1,2495332,,Complete Genome,60.1,cutibacterium,0
GCA_003812785.1,HMT-530,Cutibacterium,acnes,,FDAARGOS_503,1,2494539,,Complete Genome,60.03,cutibacterium,0
GCA_004136195.1,HMT-530,Cutibacterium,acnes,,DSM 1897,1,2495002,,Complete Genome,60.03,cutibacterium,0
GCA_004136215.1,HMT-530,Cutibacterium,acnes,,KPA171202,1,2560634,,Complete Genome,60.01,cutibacterium,0
GCA_005773845.1,HMT-530,Cutibacterium,acnes,,T45-374,5,2483928,,Contig,60.04,cutibacterium,0
GCA_005773885.1,HMT-530,Cutibacterium,acnes,,T45-496,5,2484120,,Contig,60.04,cutibacterium,0
GCA_005773905.1,HMT-530,Cutibacterium,acnes,,T29350,6,2479249,,Contig,60.06,cutibacterium,0
GCA_005773925.1,HMT-530,Cutibacterium,acnes,,T28840,6,2483688,,Contig,60.05,cutibacterium,0
GCA_005773965.1,HMT-530,Cutibacterium,acnes,,T28-811,4,2484004,,Contig,60.04,cutibacterium,0
GCA_005774105.1,HMT-530,Cutibacterium,acnes,,P15-207,6,2465382,,Contig,60.17,cutibacterium,0
GCA_005774145.1,HMT-530,Cutibacterium,acnes,,P15-186,5,2479017,,Contig,60.05,cutibacterium,0
GCA_005774205.1,HMT-530,Cutibacterium,acnes,,P15-178,5,2536546,,Contig,60.06,cutibacterium,0
GCA_005774245.1,HMT-530,Cutibacterium,acnes,,P15-165,5,2535403,,Contig,60.07,cutibacterium,0
GCA_005774405.1,HMT-530,Cutibacterium,acnes,,P15-077,5,2478893,,Contig,60.05,cutibacterium,0
GCA_005774425.1,HMT-530,Cutibacterium,acnes,,P15-021,5,2477459,,Contig,60.05,cutibacterium,0
GCA_005774435.1,HMT-530,Cutibacterium,acnes,,P15-014,5,2546045,,Contig,60.03,cutibacterium,0
GCA_005937155.1,HMT-530,Cutibacterium,acnes,,T45496,5,2484758,,Contig,60.04,cutibacterium,0
GCA_005937245.1,HMT-530,Cutibacterium,acnes,,T19558,5,2484307,,Contig,60.04,cutibacterium,0
GCA_005937265.1,HMT-530,Cutibacterium,acnes,,T28811,4,2484004,,Contig,60.04,cutibacterium,0
GCA_005937345.1,HMT-530,Cutibacterium,acnes,,T45801,6,2465584,,Contig,60.17,cutibacterium,0
GCA_005937375.1,HMT-530,Cutibacterium,acnes,,T16975,5,2536713,,Contig,60.06,cutibacterium,0
GCA_005937385.1,HMT-530,Cutibacterium,acnes,,T45864,6,2495791,,Contig,60.24,cutibacterium,0
GCA_005937555.1,HMT-530,Cutibacterium,acnes,,T45374,5,2483928,,Contig,60.04,cutibacterium,0
GCA_005937615.1,HMT-530,Cutibacterium,acnes,,T28840,6,2483851,,Contig,60.05,cutibacterium,0
GCA_005937695.1,HMT-530,Cutibacterium,acnes,,T70038,5,2479017,,Contig,60.05,cutibacterium,0
GCA_006240615.1,HMT-530,Cutibacterium,acnes,,T51788,5,2479049,,Contig,60.05,cutibacterium,0
GCA_006240625.1,HMT-530,Cutibacterium,acnes,,T55800,6,2535399,,Contig,60.06,cutibacterium,0
GCA_006240665.1,HMT-530,Cutibacterium,acnes,,T45321,6,2517904,,Contig,59.68,cutibacterium,0
GCA_006240685.1,HMT-530,Cutibacterium,acnes,,T77719,5,2477474,,Contig,60.05,cutibacterium,0
GCA_006240705.1,HMT-530,Cutibacterium,acnes,,T77864,5,2546045,,Contig,60.03,cutibacterium,0
GCA_006240735.1,HMT-530,Cutibacterium,acnes,,T27324,5,2534886,,Contig,60.06,cutibacterium,0
GCA_006739385.1,HMT-530,Cutibacterium,acnes,,NBRC 107605,1,2494738,,Complete Genome,60.03,cutibacterium,0
GCA_008728435.1,HMT-530,Cutibacterium,acnes,,ATCC 6919,1,2494216,,Complete Genome,60.03,cutibacterium,0
GCA_009177305.1,HMT-530,Cutibacterium,acnes,,TP-CU389,1,2494387,,Complete Genome,60.02,cutibacterium,0
GCA_011399315.1,HMT-530,Cutibacterium,acnes,,SZ1,1,2494525,,Complete Genome,60.03,cutibacterium,0
GCA_011399455.1,HMT-530,Cutibacterium,acnes,,SZ2,1,2504552,,Complete Genome,60.02,cutibacterium,0
GCA_020181495.1,HMT-530,Cutibacterium,acnes,,NBRC 113869,1,2560907,,Complete Genome,60.02,cutibacterium,0
GCA_021010665.2,HMT-530,Cutibacterium,acnes,,EASDk81B,1,2497202,,Complete Genome,60.02,cutibacterium,0
GCA_021010715.2,HMT-530,Cutibacterium,acnes,,EASDk81A,1,2560652,,Complete Genome,60.01,cutibacterium,0
GCA_021496585.1,HMT-530,Cutibacterium,acnes,,HKGB4,1,2452489,,Chromosome,60.13,cutibacterium,0
GCA_021496605.1,HMT-530,Cutibacterium,acnes,,HKGB3,1,2478156,,Chromosome,60.05,cutibacterium,0
GCA_021496625.1,HMT-530,Cutibacterium,acnes,,HKGB2,1,2477993,,Chromosome,60.06,cutibacterium,0
GCA_022846495.1,HMT-530,Cutibacterium,acnes,,TP-CU411,2,2548394,,Complete Genome,60.07,cutibacterium,0
GCA_026967675.1,HMT-530,Cutibacterium,acnes,,CCSM0331,1,2496923,,Complete Genome,60.02,cutibacterium,0
GCA_029338475.1,HMT-530,Cutibacterium,acnes,,YM-1,1,2494935,,Complete Genome,60.03,cutibacterium,0
GCA_029851525.1,HMT-530,Cutibacterium,acnes,,CBS-BPNBT19153,1,2550536,,Complete Genome,60.04,cutibacterium,0
GCA_029851545.1,HMT-530,Cutibacterium,acnes,,CBS-BPNBT19227,1,2594562,,Complete Genome,59.94,cutibacterium,0
GCA_029851565.1,HMT-530,Cutibacterium,acnes,,CBS-BPNBT19223,1,2578943,,Complete Genome,59.94,cutibacterium,0
GCA_029851585.1,HMT-530,Cutibacterium,acnes,,CBS-BPNBT19329,1,2492467,,Complete Genome,60.04,cutibacterium,0
GCA_029851605.1,HMT-530,Cutibacterium,acnes,,CBS-BPNBT19195,1,2560088,,Complete Genome,60.02,cutibacterium,0
GCA_029851625.1,HMT-530,Cutibacterium,acnes,,CBS-BPNBT19269,1,2547251,,Complete Genome,60.09,cutibacterium,0
GCA_030166615.1,HMT-530,Cutibacterium,acnes,,W80,1,2560578,,Complete Genome,60.01,cutibacterium,0
GCA_030166635.1,HMT-530,Cutibacterium,acnes,,W81,1,2560819,,Complete Genome,60.01,cutibacterium,0
GCA_030295305.1,HMT-530,Cutibacterium,acnes,,TP-CU426,2,2526071,,Complete Genome,60.08,cutibacterium,0
GCA_000227295.1,HMT-552,Cutibacterium,avidum,,ATCC 25577,7,2553960,,Scaffold,63.72,cutibacterium,0
GCA_000367205.1,HMT-552,Cutibacterium,avidum,,44067,1,2526138,,Complete Genome,63.48,cutibacterium,0
GCA_000413335.1,HMT-552,Cutibacterium,avidum,,HGH0353,2,2741290,,Scaffold,63.6,cutibacterium,0
GCA_000477675.1,HMT-552,Cutibacterium,avidum,,KPL2005,6,2569252,,Scaffold,63.36,cutibacterium,0
GCA_000477695.1,HMT-552,Cutibacterium,avidum,,KPL1852,4,2527710,,Scaffold,63.39,cutibacterium,0
GCA_000477735.1,HMT-552,Cutibacterium,avidum,,KPL1838,3,2533889,,Scaffold,63.36,cutibacterium,0
GCA_000477795.1,HMT-552,Cutibacterium,avidum,,KPL2000,3,2562188,,Contig,63.35,cutibacterium,0
GCA_001546875.1,HMT-552,Cutibacterium,avidum,,MJR7694,16,2467154,,Scaffold,63.45,cutibacterium,0
GCA_001692965.1,HMT-552,Cutibacterium,avidum,,UCD-PD2,51,2667287,,Contig,63.36,cutibacterium,0
GCA_001714705.1,HMT-552,Cutibacterium,avidum,,DPC 6544,1,2729848,,Complete Genome,63.43,cutibacterium,0
GCA_001866575.1,HMT-552,Cutibacterium,avidum,,T13,15,2463971,,Contig,63.43,cutibacterium,0
GCA_001866585.1,HMT-552,Cutibacterium,avidum,,T15,14,2462788,,Contig,63.43,cutibacterium,0
GCA_001866625.1,HMT-552,Cutibacterium,avidum,,T14,9,2522071,,Contig,63.39,cutibacterium,0
GCA_002578695.1,HMT-552,Cutibacterium,avidum,,CI878,73,2541539,,Contig,63.4,cutibacterium,0
GCA_002578705.1,HMT-552,Cutibacterium,avidum,,CI855,51,2541663,,Contig,63.49,cutibacterium,0
GCA_002578765.1,HMT-552,Cutibacterium,avidum,,CI853,41,2532456,,Contig,63.47,cutibacterium,0
GCA_002578825.1,HMT-552,Cutibacterium,avidum,,CI882,66,2497070,,Contig,63.38,cutibacterium,0
GCA_002578835.1,HMT-552,Cutibacterium,avidum,,CI828,30,2476142,,Contig,63.42,cutibacterium,0
GCA_003426585.1,HMT-552,Cutibacterium,avidum,,P16-029,20,2693320,,Contig,63.31,cutibacterium,0
GCA_005796055.1,HMT-552,Cutibacterium,avidum,,P313,48,2630617,,Scaffold,63.46,cutibacterium,0
GCA_005937655.1,HMT-552,Cutibacterium,avidum,,T19584,15,2667416,,Contig,63.33,cutibacterium,0
GCA_016766735.1,HMT-552,Cutibacterium,avidum,,KGMB02810,1,2609136,,Complete Genome,63.41,cutibacterium,0
GCA_016766755.1,HMT-552,Cutibacterium,avidum,,KGMB09337,1,2812988,,Complete Genome,63.49,cutibacterium,0
GCA_016834535.1,HMT-552,Cutibacterium,avidum,,KCTC 5339,1,2554716,,Complete Genome,63.4,cutibacterium,0
GCA_018370865.1,HMT-552,Cutibacterium,avidum,,L3_105_000G1_dasL3_105_000G1_concoct_85,28,2695360,yes,Contig,63.28,cutibacterium,0
GCA_018375015.1,HMT-552,Cutibacterium,avidum,,L2_040_000G1_dasL2_040_000G1_concoct_81,44,2593286,yes,Contig,63.41,cutibacterium,0
GCA_018375595.1,HMT-552,Cutibacterium,avidum,,L2_047_000G1_dasL2_047_000G1_concoct_98,160,2673190,yes,Contig,63.4,cutibacterium,0
GCA_019704095.1,HMT-552,Cutibacterium,avidum,,TP-CV4,1,2616193,,Complete Genome,63.49,cutibacterium,0
GCA_019704115.1,HMT-552,Cutibacterium,avidum,,TPCV-14,1,2618726,,Complete Genome,63.34,cutibacterium,0
GCA_022346865.1,HMT-552,Cutibacterium,avidum,,ACRSE,20,2563643,,Contig,63.31,cutibacterium,0
GCA_024104815.1,HMT-552,Cutibacterium,avidum,,ESL7,31,2572090,,Contig,63.39,cutibacterium,0
GCA_024104825.1,HMT-552,Cutibacterium,avidum,,ESL12,20,2501297,,Contig,63.43,cutibacterium,0
GCA_024104855.1,HMT-552,Cutibacterium,avidum,,ESL6,20,2506714,,Contig,63.41,cutibacterium,0
GCA_024104875.1,HMT-552,Cutibacterium,avidum,,ESL2,17,2512404,,Contig,63.36,cutibacterium,0
GCA_024104895.1,HMT-552,Cutibacterium,avidum,,HOL5,16,2471868,,Contig,63.39,cutibacterium,0
GCA_024104915.1,HMT-552,Cutibacterium,avidum,,ZH12,29,2595783,,Contig,63.34,cutibacterium,0
GCA_024104925.1,HMT-552,Cutibacterium,avidum,,HOL4,22,2605641,,Contig,63.4,cutibacterium,0
GCA_024104955.1,HMT-552,Cutibacterium,avidum,,ZH9,23,2512250,,Contig,63.49,cutibacterium,0
GCA_024104975.1,HMT-552,Cutibacterium,avidum,,FJD262,39,2576103,,Contig,63.4,cutibacterium,0
GCA_024104995.1,HMT-552,Cutibacterium,avidum,,HS9,37,2686855,,Contig,63.41,cutibacterium,0
GCA_024105015.1,HMT-552,Cutibacterium,avidum,,HS8,26,2628607,,Contig,63.48,cutibacterium,0
GCA_024105025.1,HMT-552,Cutibacterium,avidum,,HS7,42,2691232,,Contig,63.4,cutibacterium,0
GCA_024105055.1,HMT-552,Cutibacterium,avidum,,HS6,19,2643900,,Contig,63.43,cutibacterium,0
GCA_024105075.1,HMT-552,Cutibacterium,avidum,,HS4,49,2728527,,Contig,63.41,cutibacterium,0
GCA_024105095.1,HMT-552,Cutibacterium,avidum,,HS2,22,2580831,,Contig,63.46,cutibacterium,0
GCA_024105125.1,HMT-552,Cutibacterium,avidum,,HS1,26,2646334,,Contig,63.43,cutibacterium,0
GCA_025143865.1,HMT-552,Cutibacterium,avidum,,p3-SID1327,39,2436173,,Contig,63.43,cutibacterium,0
GCA_026461725.1,HMT-552,Cutibacterium,avidum,,FMS4815,42,2461377,,Contig,63.48,cutibacterium,0
GCA_026461745.1,HMT-552,Cutibacterium,avidum,,FMS2275,36,2460213,,Contig,63.47,cutibacterium,0
GCA_027662445.1,HMT-552,Cutibacterium,avidum,,AM09-6,28,2579474,,Scaffold,63.34,cutibacterium,0
GCA_027690995.1,HMT-552,Cutibacterium,avidum,,TF03-1,30,2576590,,Scaffold,63.34,cutibacterium,0
GCA_027697045.1,HMT-552,Cutibacterium,avidum,,CM01-37,26,2578013,,Scaffold,63.34,cutibacterium,0
GCA_030219045.1,HMT-552,Cutibacterium,avidum,,UMB8269,58,2609401,,Contig,63.37,cutibacterium,0
GCA_030219165.1,HMT-552,Cutibacterium,avidum,,UMB9886,65,2625503,,Contig,63.32,cutibacterium,0
GCA_030219185.1,HMT-552,Cutibacterium,avidum,,UMB9891,69,2623717,,Contig,63.32,cutibacterium,0
GCA_030223345.1,HMT-552,Cutibacterium,avidum,,UMB6759,35,2469693,,Contig,63.45,cutibacterium,0
GCA_030296035.1,HMT-552,Cutibacterium,avidum,,TP-CV302,1,2575722,,Complete Genome,63.17,cutibacterium,0
GCA_031158355.1,HMT-552,Cutibacterium,avidum,,OUH_B21_954616,185,2525795,,Contig,63.37,cutibacterium,0
GCA_031158565.1,HMT-552,Cutibacterium,avidum,,OUH_B21_961998,173,2481605,,Contig,63.36,cutibacterium,0
GCA_031158635.1,HMT-552,Cutibacterium,avidum,,OUH_B20_847533,159,2485617,,Contig,63.44,cutibacterium,0
GCA_031158775.1,HMT-552,Cutibacterium,avidum,,EB23_41501,61,2547762,,Contig,63.35,cutibacterium,0
GCA_902375045.1,HMT-552,Cutibacterium,avidum,,MGYG-HGUT-01446,2,2741290,,Scaffold,63.6,cutibacterium,0
GCA_937920795.1,HMT-552,Cutibacterium,avidum,,SRR3546782_bin.26_CONCOCT_v1.1_MAG,29,2618718,yes,Contig,63.41,cutibacterium,0
GCA_947254495.1,HMT-552,Cutibacterium,avidum,,SRR17635498_bin.5_metaWRAP_v1.3_MAG,200,2454944,yes,Contig,63.42,cutibacterium,0
GCA_959023615.1,HMT-552,Cutibacterium,avidum,,ERR10149262_bin.7_MetaWRAP_v1.3_MAG,27,2572699,yes,Contig,63.45,cutibacterium,0
GCA_000464495.1,HMT-114,Cutibacterium,granulosum,,TM11,98,2140355,,Contig,64.16,cutibacterium,0
GCA_000477715.1,HMT-114,Cutibacterium,granulosum,,KPL1844,4,2127845,,Scaffold,64.24,cutibacterium,0
GCA_001700755.2,HMT-114,Cutibacterium,granulosum,,DSM 20700,53,2165334,,Contig,64.2,cutibacterium,0
GCA_030295285.1,HMT-114,Cutibacterium,granulosum,,TP-CG7,2,2179712,,Complete Genome,64.16,cutibacterium,0
GCA_030826365.1,HMT-114,Cutibacterium,granulosum,,RAGGC_41,49,2090058,,Scaffold,64.25,cutibacterium,0
GCA_900186975.1,HMT-114,Cutibacterium,granulosum,,NCTC11865,1,2175244,,Complete Genome,64.19,cutibacterium,0
GCA_902482805.1,HMT-114,Cutibacterium,granulosum,,MGYG-HGUT-03135,16,2072889,,Contig,64.42,cutibacterium,0
GCA_936919845.1,HMT-114,Cutibacterium,granulosum,,SRR3184093_bin.7_CONCOCT_v1.1_MAG,39,2239306,yes,Contig,64.14,cutibacterium,0
GCA_943912955.1,HMT-114,Cutibacterium,granulosum,,in4FWvFvrJ_bin.3.MAG,21,2205195,yes,Contig,64.16,cutibacterium,0
GCA_000144085.1,HMT-193,Cutibacterium,modestum,,HL044PA1,27,2643856,,Scaffold,60.01,cutibacterium,0
GCA_000145075.1,HMT-193,Cutibacterium,modestum,,HL037PA2,43,2614131,,Scaffold,59.94,cutibacterium,0
GCA_000145415.1,HMT-193,Cutibacterium,modestum,,HL037PA3,24,2621672,,Scaffold,59.97,cutibacterium,0
GCA_000204235.2,HMT-193,Cutibacterium,modestum,,P08,22,2623290,,Contig,59.93,cutibacterium,0
GCA_001717565.1,HMT-193,Cutibacterium,modestum,,F0672,2,2649207,,Complete Genome,59.98,cutibacterium,0
GCA_003384615.1,HMT-193,Cutibacterium,modestum,,T33958,5,2641556,,Contig,59.99,cutibacterium,0
GCA_004793845.1,HMT-193,Cutibacterium,modestum,,NM47_B9-13,12,2643072,,Contig,59.98,cutibacterium,0
GCA_008326345.1,HMT-193,Cutibacterium,modestum,,M12,9,2626218,,Contig,59.93,cutibacterium,0
GCA_019704575.1,HMT-193,Cutibacterium,modestum,,KB17-24694,2,2632705,,Complete Genome,59.91,cutibacterium,0
GCA_024172845.1,HMT-193,Cutibacterium,modestum,,28N,29,2631115,,Contig,59.92,cutibacterium,0
GCA_024172855.1,HMT-193,Cutibacterium,modestum,,31N,24,2609057,,Contig,59.89,cutibacterium,0
GCA_024172895.1,HMT-193,Cutibacterium,modestum,,30N,26,2627068,,Contig,59.93,cutibacterium,0
GCA_900604505.1,HMT-193,Cutibacterium,modestum,,Marseille-P5998,12,2619414,,Contig,59.9,cutibacterium,0
GCA_936919775.1,HMT-193,Cutibacterium,modestum,,SRR6145093_bin.10_CONCOCT_v1.1_MAG,198,2879652,yes,Contig,60.03,cutibacterium,0
GCA_943912935.1,HMT-193,Cutibacterium,modestum,,i7kYWQRPAm_bin.6.MAG,16,2532977,yes,Contig,59.99,cutibacterium,0
GCA_000221145.2,HMT-791,Cutibacterium,namnetense,,SK182B-JCVI,50,2430672,,Contig,60.2,cutibacterium,0
GCA_001642025.1,HMT-791,Cutibacterium,namnetense,,NTS 31307302,24,2369714,,Scaffold,60.54,cutibacterium,0
GCA_003384605.1,HMT-791,Cutibacterium,namnetense,,T34998,6,2399850,,Contig,60.6,cutibacterium,0
GCA_030236405.1,HMT-791,Cutibacterium,namnetense,,OGSA_21,13,2374308,,Contig,60.54,cutibacterium,0
GCA_030239395.1,HMT-791,Cutibacterium,namnetense,,OGSA_30,20,2397796,,Contig,60.58,cutibacterium,0
GCA_030239425.1,HMT-791,Cutibacterium,namnetense,,OGSA_28,21,2399123,,Contig,60.57,cutibacterium,0
GCA_900343115.1,HMT-791,Cutibacterium,namnetense,,Marseille-P4323,41,2373264,,Contig,60.51,cutibacterium,0
GCA_946221685.1,HMT-791,Cutibacterium,namnetense,,TwPYMTC7eD_bin.3.MAG,35,2359221,yes,Contig,60.49,cutibacterium,0
GCA_000018665.1,HMT-023,Delftia,acidovorans,,SPH-1,1,6767514,,Complete Genome,66.48,delftia,0
